alg,clNo,clustsize,no.Trubetskoy Broad,no. Trubetskoy Priortised,Molecular Function,Biological Function,Diseases,False Trub Enrichment
spectral,36,34,0,0,[],"['negative_regulation_of_TOR_signaling', 'negative_regulation_of_cell_size', 'cellular_response_to_starvation', 'regulation_of_postsynaptic_membrane_neur...', 'positive_regulation_of_protein_catabolic...', 'maintenance_of_cell_polarity', 'mitochondrial_transport', 'regulation_of_cell_size', 'anoikis', 'regulation_of_cellular_response_to_heat', 'negative_regulation_of_protein_localizat...', 'regulation_of_postsynaptic_specializatio...', 'skin_morphogenesis', 'positive_regulation_of_proteasomal_ubiqu...', 'protein_stabilization', 'response_to_heat', 'cellular_response_to_nutrient_levels', 'positive_regulation_of_glycolytic_proces...', 'positive_regulation_of_protein_complex_a...', 'regulation_of_growth', 'cell_adhesion_mediated_by_integrin', 'cellular_response_to_DNA_damage_stimulus', 'macroautophagy', 'negative_regulation_of_macroautophagy', 'negative_regulation_of_calcineurin-NFAT_...', 'kidney_development', 'endothelial_cell_migration', 'positive_regulation_of_cell_differentiat...', 'apical_protein_localization', 'semaphorin-plexin_signaling_pathway', 'positive_regulation_of_oligodendrocyte_d...', 'negative_regulation_of_insulin_receptor_...', 'response_to_wounding', 'cell-matrix_adhesion', 'presynaptic_modulation_of_chemical_synap...', 'integrin-mediated_signaling_pathway', 'positive_regulation_of_protein_import_in...', 'post-embryonic_development', 'neuronal_action_potential', 'oligodendrocyte_differentiation', 'negative_regulation_of_TORC1_signaling', 'peptidyl-serine_phosphorylation', 'regulation_of_apoptotic_process', 'regulation_of_cell_cycle', 'cell-cell_adhesion', 'neural_tube_closure', 'cellular_response_to_heat', 'T-helper_1_cell_lineage_commitment', 'heart_valve_morphogenesis', 'energy_reserve_metabolic_process', ""'de_novo'_pyrimidine_nucleobase_biosynth..."", 'TORC1_signaling', 'regulation_of_osteoclast_differentiation', 'positive_regulation_of_transcription_by_...', 'cellular_response_to_leucine', 'cellular_response_to_osmotic_stress', 'regulation_of_membrane_permeability', 'positive_regulation_of_transcription_of_...', 'positive_regulation_of_wound_healing,_sp...', 'regulation_of_locomotor_rhythm', 'positive_regulation_of_cytoplasmic_trans...', 'negative_regulation_of_lysosome_organiza...', 'cellular_response_to_leucine_starvation', 'positive_regulation_of_macroautophagy', 'negative_regulation_of_mitophagy', 'positive_regulation_of_mitochondrion_org...', 'negative_regulation_of_glycogen_biosynth...', 'regulation_of_protein_export_from_nucleu...', 'neuron_projection_organization', 'negative_regulation_of_protein_acetylati...', 'positive_regulation_of_protein_localizat...', 'negative_regulation_of_dopaminergic_neur...', 'positive_regulation_of_protein_localizat...', 'negative_regulation_of_type_B_pancreatic...', 'negative_regulation_of_glycogen_(starch)...', 'positive_regulation_of_defense_response_...', 'telomere_maintenance_via_telomerase', 'response_to_cold', 'response_to_salt_stress', 'cardiac_muscle_cell_apoptotic_process', 'positive_regulation_of_protein_polymeriz...', 'protein_unfolding', 'response_to_estrogen', 'protein_import_into_mitochondrial_outer_...', 'positive_regulation_of_cell_size', 'positive_regulation_of_cardiac_muscle_co...', 'telomerase_holoenzyme_complex_assembly', 'regulation_of_translation_in_response_to...', 'hepatocyte_proliferation', 'positive_regulation_of_hepatic_stellate_...', 'axon_choice_point_recognition', 'rRNA_export_from_nucleus', 'negative_regulation_of_ATPase_activity', 'memory_T_cell_differentiation', 'cellular_response_to_oxygen-glucose_depr...', 'positive_regulation_of_type_I_interferon...', 'peptidyl-cysteine_S-trans-nitrosylation', 'defense_response_to_fungus', 'killing_by_host_of_symbiont_cells', 'positive_regulation_of_TOR_signaling', 'double-strand_break_repair', 'NADH_metabolic_process', 'proteasomal_protein_catabolic_process', 'translesion_synthesis', 'retrograde_protein_transport,_ER_to_cyto...', 'endosome_to_lysosome_transport_via_multi...', 'stress_granule_disassembly', 'interstrand_cross-link_repair', 'ERAD_pathway', 'negative_regulation_of_smoothened_signal...', 'mitotic_spindle_disassembly', 'endoplasmic_reticulum_stress-induced_pre...', 'aggresome_assembly', 'ER-associated_misfolded_protein_cataboli...', 'flavin_adenine_dinucleotide_catabolic_pr...', 'positive_regulation_of_protein_K63-linke...', 'positive_regulation_of_Lys63-specific_de...', 'regulation_of_aerobic_respiration', 'cellular_response_to_arsenite_ion', 'positive_regulation_of_oxidative_phospho...', 'positive_regulation_of_ATP_biosynthetic_...', 'positive_regulation_of_L-glutamate_impor...', 'T_cell_activation_involved_in_immune_res...', 'choline_transport', 'Cajal-Retzius_cell_differentiation', 'dorsal/ventral_neural_tube_patterning', 'embryonic_limb_morphogenesis', 'myeloid_dendritic_cell_differentiation', 'positive_regulation_of_coagulation', 'sequestering_of_calcium_ion', 'negative_regulation_of_core_promoter_bin...', 'intermediate_filament_cytoskeleton_organ...', 'basal_protein_localization', 'negative_regulation_of_nucleotide-bindin...', 'negative_regulation_of_monocyte_chemotac...', 'Mo-molybdopterin_cofactor_biosynthetic_p...', 'establishment_of_synaptic_specificity_at...', 'response_to_metal_ion', 'molybdenum_incorporation_into_molybdenum...', 'molybdopterin_cofactor_biosynthetic_proc...', 'glycine_receptor_clustering', 'negative_regulation_of_glucose_transmemb...', 'dibenzo-p-dioxin_metabolic_process', 'positive_regulation_of_vascular_endothel...', 'response_to_vitamin_D', 'positive_regulation_of_odontogenesis_of_...', 'lipoprotein_transport', 'positive_regulation_of_B_cell_receptor_s...', 'cellular_response_to_carbohydrate_stimul...', 'regulation_of_actin_filament_bundle_asse...', 'regulation_of_Rap_protein_signal_transdu...', 'negative_regulation_of_homotypic_cell-ce...', 'cellular_response_to_thyroid_hormone_sti...', 'regulation_of_ruffle_assembly', 'negative_regulation_of_adherens_junction...', 'protein_localization_to_plasma_membrane_...', 'regulation_of_myoblast_differentiation', 'anterograde_dendritic_transport', 'peripheral_nervous_system_myelin_formati...', 'nail_development', 'trophoblast_cell_migration', 'embryo_implantation', 'midbrain_development', 'zonula_adherens_assembly', 'positive_regulation_of_smoothened_signal...', 'metanephric_collecting_duct_development', 'regeneration', 'regulation_of_translation_at_postsynapse', 'protein_targeting_to_vacuole', 'synaptic_vesicle_coating', 'antigen_processing_and_presentation,_exo...', 'positive_regulation_of_NK_T_cell_differe...', 'epithelial_cell-cell_adhesion', 'cardiac_septum_development', 'synaptic_target_recognition', 'epithelial_to_mesenchymal_transition', 'establishment_of_cell_polarity', 'response_to_cocaine', 'negative_regulation_of_apoptotic_process']","['autistic_disorder', 'autism_spectrum_disorder', 'epilepsy_syndrome']",False
spectral,33,78,0,0,"['proton-transporting ATPase activity, rotational mechanism', 'structural constituent of cytoskeleton', 'cAMP-dependent protein kinase regulator activity', 'protein sequestering activity', 'RNA stem-loop binding', 'cAMP-dependent protein kinase inhibitor activity', 'phosphoserine residue binding', 'hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides', 'extracellular matrix binding', 'protein kinase A regulatory subunit binding', 'cAMP binding', 'protein kinase A catalytic subunit binding', 'actin binding', 'ribosome binding']","['retrograde_axonal_transport', 'vacuolar_acidification', 'regulation_of_macroautophagy', 'synaptic_vesicle_lumen_acidification', 'neuron_development']",[],False
spectral,21,18,0,0,"['Hsp70 protein binding', 'protein-folding chaperone binding', 'receptor ligand activity', 'PTB domain binding', 'cytoskeletal protein-membrane anchor activity', 'amine binding', 'copper ion binding', 'ferrous iron binding', 'oxidoreductase activity', 'peptidase activity', 'aspartic-type peptidase activity', 'lipid transporter activity', 'antioxidant activity', 'metal chelating activity', 'phosphatidylcholine-sterol O-acyltransferase activator activity', 'very-low-density lipoprotein particle receptor binding', 'lipoprotein particle binding', 'cholesterol transfer activity', 'cytokine activity', 'neurotrophin receptor activity', 'nerve growth factor receptor activity', 'neurotensin receptor activity, non-G protein-coupled', 'nerve growth factor binding', 'phosphatidylinositol 3-kinase regulator activity', 'phosphatidylethanolamine binding', 'heparin binding', 'enzyme binding', 'GTPase activator activity', 'signaling receptor binding', 'magnesium ion binding', 'protein phosphatase 2A binding', 'serine-type endopeptidase inhibitor activity', 'signaling receptor activator activity', 'heterocyclic compound binding', 'lncRNA binding', 'neurotrophin binding', 'cysteine-type endopeptidase inhibitor activity involved in apoptotic process', 'dopamine:sodium symporter activity', 'norepinephrine:sodium symporter activity', 'transmembrane receptor protein tyrosine kinase activity', 'protein kinase inhibitor activity', 'cuprous ion binding', 'aspartic-type endopeptidase activity', 'cysteine-type endopeptidase activity', 'ATPase activator activity', 'protein folding chaperone', 'transcription regulator inhibitor activity', 'retromer complex binding', 'phosphatidylcholine binding', 'tau protein binding', 'lipid binding']","['cellular_copper_ion_homeostasis', 'cholesterol_metabolic_process', 'positive_regulation_of_inflammatory_resp...', 'dopamine_biosynthetic_process', 'lipoprotein_catabolic_process', 'negative_regulation_of_neuron_apoptotic_...', 'astrocyte_activation_involved_in_immune_...', 'extracellular_matrix_organization', 'extrinsic_apoptotic_signaling_pathway_vi...', 'artery_morphogenesis', 'negative_regulation_of_endothelial_cell_...', 'regulation_of_long-term_neuronal_synapti...', 'microglial_cell_activation', 'forebrain_development', 'amyloid_fibril_formation', 'dopamine_uptake_involved_in_synaptic_tra...', 'positive_regulation_of_peptidyl-serine_p...', 'positive_regulation_of_amyloid_fibril_fo...', 'positive_regulation_of_endocytosis', 'negative_regulation_of_MAP_kinase_activi...', 'regulation_of_gene_expression', 'neuron_apoptotic_process', 'cognition', 'negative_regulation_of_long-term_synapti...', 'response_to_interleukin-1', 'negative_regulation_of_protein_kinase_ac...', 'Notch_signaling_pathway', 'cellular_response_to_heat', 'response_to_hypoxia', 'positive_regulation_of_neuron_apoptotic_...', 'adult_locomotory_behavior', 'positive_regulation_of_apoptotic_process', 'synapse_organization', 'suckling_behavior', 'regulation_of_epidermal_growth_factor-ac...', 'microglia_development', 'axon_midline_choice_point_recognition', 'neuron_remodeling', 'positive_regulation_of_chemokine_product...', 'collateral_sprouting_in_absence_of_injur...', 'synaptic_growth_at_neuromuscular_junctio...', 'negative_regulation_of_gene_silencing_by...', 'mitotic_cleavage_furrow_ingression', 'dopamine_uptake', 'neutral_lipid_metabolic_process', 'phospholipid_metabolic_process', 'mitochondrial_membrane_organization', 'regulation_of_phospholipase_activity', 'negative_regulation_of_platelet-derived_...', 'response_to_magnesium_ion', 'negative_regulation_of_transporter_activ...', 'negative_regulation_of_monooxygenase_act...', 'response_to_interferon-gamma', 'mitochondrial_ATP_synthesis_coupled_elec...', 'regulation_of_macrophage_activation', 'regulation_of_acyl-CoA_biosynthetic_proc...', 'negative_regulation_of_dopamine_uptake_i...', 'negative_regulation_of_norepinephrine_up...', 'positive_regulation_of_inositol_phosphat...', 'negative_regulation_of_thrombin-activate...', 'negative_regulation_of_mitochondrial_ele...', 'positive_regulation_of_glutathione_perox...', 'positive_regulation_of_hydrogen_peroxide...', 'regulation_of_reactive_oxygen_species_bi...', 'negative_regulation_of_chaperone-mediate...', 'regulation_of_establishment_of_protein_l...', 'insulin_catabolic_process', 'response_to_reactive_oxygen_species', 'triglyceride_metabolic_process', 'cholesterol_catabolic_process', 'negative_regulation_of_platelet_activati...', 'positive_regulation_of_cholesterol_efflu...', 'lipid_transport_involved_in_lipid_storag...', 'long-chain_fatty_acid_transport', 'negative_regulation_of_blood_coagulation', 'positive_regulation_of_low-density_lipop...', 'phospholipid_efflux', 'very-low-density_lipoprotein_particle_re...', 'low-density_lipoprotein_particle_remodel...', 'high-density_lipoprotein_particle_remode...', 'chylomicron_remnant_clearance', 'high-density_lipoprotein_particle_cleara...', 'very-low-density_lipoprotein_particle_cl...', 'lipoprotein_biosynthetic_process', 'negative_regulation_of_cholesterol_biosy...', 'negative_regulation_of_smooth_muscle_cel...', 'maintenance_of_location_in_cell', 'fatty_acid_homeostasis', 'response_to_caloric_restriction', 'triglyceride_homeostasis', 'triglyceride-rich_lipoprotein_particle_c...', 'intermediate-density_lipoprotein_particl...', 'regulation_of_cholesterol_metabolic_proc...', 'positive_regulation_of_cholesterol_metab...', 'negative_regulation_of_triglyceride_meta...', 'cellular_oxidant_detoxification', 'positive_regulation_of_dendritic_spine_m...', 'positive_regulation_of_phospholipid_effl...', 'positive_regulation_of_lipid_transport_a...', 'positive_regulation_of_heparan_sulfate_p...', 'regulation_of_cellular_response_to_very-...', 'regulation_of_amyloid_fibril_formation', 'negative_regulation_of_inclusion_body_as...', 'regulation_of_calcium_import_into_the_mi...', 'mitochondrion-endoplasmic_reticulum_memb...', 'microglial_cell_activation_involved_in_i...', 'positive_regulation_of_inflammatory_resp...', 'positive_regulation_of_defense_response_...', 'negative_regulation_of_neutrophil_activa...', 'positive_regulation_of_protein_folding', 'positive_regulation_of_aspartic-type_pep...', 'positive_regulation_of_positive_chemotax...', 'myotube_differentiation', 'negative_regulation_of_lipoprotein_lipas...', 'positive_regulation_of_1-phosphatidylino...', 'metanephros_development', 'cell_communication', 'negative_regulation_of_Schwann_cell_prol...', 'Schwann_cell_proliferation', 'amygdala_development', 'forebrain_astrocyte_development', 'adrenal_gland_development', 'mast_cell_apoptotic_process', 'Schwann_cell_migration', 'regulation_of_blood_vessel_endothelial_c...', 'regulation_of_glial_cell_differentiation', 'negative_regulation_of_fibroblast_prolif...', 'sympathetic_nervous_system_development', 'negative_regulation_of_astrocyte_differe...', 'hair_follicle_maturation', 'gamma-aminobutyric_acid_secretion,_neuro...', 'glutamate_secretion,_neurotransmission', 'mast_cell_proliferation', 'observational_learning', 'negative_regulation_of_Schwann_cell_migr...', 'vascular_associated_smooth_muscle_cell_m...', 'negative_regulation_of_vascular_associat...', 'vascular_smooth_muscle_cell_proliferatio...', 'negative_regulation_of_stem_cell_prolife...', 'protein_import_into_nucleus', 'heart_development', 'activation_of_GTPase_activity', 'visual_learning', 'regulation_of_presynapse_assembly', 'antigen_processing_and_presentation_of_e...', 'Golgi_to_endosome_transport', 'mRNA_polyadenylation', 'mating_behavior', 'axo-dendritic_transport', 'positive_regulation_of_G2/M_transition_o...', 'regulation_of_multicellular_organism_gro...', 'astrocyte_activation', 'smooth_endoplasmic_reticulum_calcium_ion...', 'modulation_of_excitatory_postsynaptic_po...', 'regulation_of_spontaneous_synaptic_trans...', 'neuron_projection_maintenance', 'positive_regulation_by_host_of_viral_pro...', 'response_to_iron_ion', 'adenohypophysis_development', 'pigmentation', 'negative_regulation_of_protein_secretion', 'hyaloid_vascular_plexus_regression', 'supramolecular_fiber_organization', 'regulation_of_amyloid_precursor_protein_...', 'posttranscriptional_gene_silencing', 'regulation_of_stem_cell_population_maint...', 'endothelial_cell_proliferation', 'smooth_muscle_tissue_development', 'regulation_of_receptor_internalization', 'regulation_of_Arp2/3_complex-mediated_ac...', 'dendritic_spine_organization', 'neurotrophin_signaling_pathway', 'negative_regulation_of_neuroblast_prolif...', 'regulation_of_behavioral_fear_response', 'extrinsic_apoptotic_signaling_pathway_in...', 'negative_regulation_of_protein_metabolic...', 'lysosomal_transport', 'regulation_of_transmembrane_transporter_...', 'regulation_of_norepinephrine_uptake', 'lactation', 'norepinephrine_transport', 'regulation_of_dopamine_metabolic_process', 'dopamine_catabolic_process', 'norepinephrine_uptake', 'high-density_lipoprotein_particle_assemb...', 'regulation_of_proteasomal_protein_catabo...', 'positive_regulation_of_amyloid-beta_clea...', 'fatty_acid_metabolic_process', 'response_to_iron(II)_ion', 'regulation_of_glutamate_secretion', 'negative_regulation_of_microtubule_polym...', 'protein_tetramerization', 'negative_regulation_of_serotonin_uptake', 'cellular_response_to_copper_ion', 'regulation_of_synaptic_vesicle_recycling', 'negative_regulation_of_mast_cell_prolife...', 'negative_regulation_of_osteoclast_differ...', 'negative_regulation_of_oligodendrocyte_d...', 'stem_cell_proliferation', 'protein_import', 'reverse_cholesterol_transport', 'regulation_of_amyloid-beta_clearance', 'negative_regulation_of_amyloid_fibril_fo...', 'regulation_of_bone_resorption', 'regulation_of_cell-matrix_adhesion', 'regulation_of_innate_immune_response', 'cholesterol_homeostasis', 'peripheral_nervous_system_development', 'negative_regulation_of_endothelial_cell_...', 'synaptic_transmission,_cholinergic', 'amyloid-beta_metabolic_process', 'cholesterol_efflux', 'intermembrane_lipid_transfer', 'chaperone_cofactor-dependent_protein_ref...', 'negative_regulation_of_respiratory_burst...', 'negative_regulation_of_microglial_cell_a...', 'positive_regulation_of_lysosome_organiza...', 'negative_regulation_of_leukocyte_migrati...', 'fibroblast_proliferation', 'activation_of_protein_kinase_B_activity', 'negative_regulation_of_cell-matrix_adhes...', 'collagen_fibril_organization', 'endosome_transport_via_multivesicular_bo...', 'negative_regulation_of_protein_import_in...', 'negative_regulation_of_Rac_protein_signa...', 'myeloid_leukocyte_migration', 'vesicle-mediated_transport', 'locomotory_behavior']","['multiple_sclerosis', 'autistic_disorder', 'autism_spectrum_disorder', ""Alzheimer's_disease"", 'frontotemporal_dementia', 'hypertension', ""Parkinson's_disease"", 'bipolar_disorder']",False
spectral,22,11,0,0,[],"['response_to_cocaine', 'negative_regulation_of_blood_pressure', 'negative_regulation_of_voltage-gated_cal...', 'negative_regulation_of_dopamine_secretio...']",[],False
spectral,15,21,0,0,"['group II metabotropic glutamate receptor activity', 'glutamate receptor activity', 'extracellular matrix structural constituent', 'G protein-coupled receptor activity', 'calmodulin-dependent protein kinase activity', 'calcium channel regulator activity', 'RNA polymerase II-specific DNA-binding transcription factor binding', 'signaling adaptor activity', 'insulin receptor activity', 'insulin-like growth factor receptor activity', 'insulin-like growth factor binding', 'insulin binding', 'protein transporter activity', 'transforming growth factor beta receptor binding', 'macrolide binding', 'FK506 binding', 'signaling receptor inhibitor activity', 'activin receptor binding', 'G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration', 'nuclear receptor activity', 'primary miRNA binding', 'RNA sequestering activity', 'acetylcholine binding', 'structural constituent of synapse-associated extracellular matrix', '5.8S rRNA binding', 'calcium-dependent protein serine/threonine kinase activity', 'channel regulator activity', 'extracellular matrix constituent conferring elasticity']","['adenylate_cyclase-inhibiting_G_protein-c...', 'anterior/posterior_pattern_specification', 'acetylcholine_receptor_signaling_pathway', 'endoderm_development', 'G_protein-coupled_glutamate_receptor_sig...']",[],False
spectral,47,26,0,0,['translation regulator activity'],"['intracellular_pH_reduction', 'endoplasmic_reticulum_tubular_network_fo...', 'nuclear_pore_complex_assembly']",[],False
spectral,40,71,0,0,"['cadherin binding', 'virus receptor activity', 'GDP-dissociation inhibitor activity', 'calmodulin binding', 'protein heterodimerization activity', 'laminin binding', 'fibronectin binding', 'Rho-dependent protein serine/threonine kinase activity', 'spectrin binding', 'Notch binding', 'translation factor activity, RNA binding', 'tau-protein kinase activity', 'GDP binding', 'GTP binding', 'calcium ion transmembrane transporter activity', 'P-type calcium transporter activity', 'actin binding']","['leukocyte_tethering_or_rolling', 'regulation_of_establishment_of_endotheli...']",['hypertension'],False
spectral,34,19,0,0,['AMPA glutamate receptor activity'],[],[],False
spectral,43,3,0,0,"['proton-transporting ATPase activity, rotational mechanism']",[],[],False
spectral,48,23,0,0,"['RNA cap binding', 'kainate selective glutamate receptor activity']",[],[],False
spectral,8,1,0,0,"[""3',5'-cyclic-AMP phosphodiesterase activity""]",[],[],False
spectral,11,1,0,0,"['glycine:sodium symporter activity', 'glycine transmembrane transporter activity']",[],[],False
spectral,13,1,0,0,['A-type (transient outward) potassium channel activity'],[],[],False
spectral,20,12,0,0,[],[],[],False
spectral,10,1,0,0,[],[],[],False
spectral,25,2,0,0,[],[],[],False
spectral,6,1,0,0,[],[],[],False
spectral,28,1,0,0,[],[],['frontotemporal_dementia'],False
