"GeneID" "MGI" "HumanEntrez" "MouseEntrez" "RatEntrez" "HumanName" "MouseName" "RatName" "Localisation" "Npmid"
"933" 933 "MGI:2179061" 91584 243743 312213 "PLXNA4" "Plxna4" "Plxna4" "Postsynaptic" 9
"934" 934 "MGI:1933754" 23327 83814 291553 "NEDD4L" "Nedd4l" "Nedd4l" "Postsynaptic" 9
"935" 935 "MGI:1918348" 9859 545389 171457 "CEP170" "Cep170" "Cep170" "Postsynaptic" 9
"936" 936 "MGI:2179432" 23077 105689 290447 "MYCBP2" "Mycbp2" "Mycbp2" "Postsynaptic" 9
"937" 937 "MGI:1298379" 9782 17184 29150 "MATR3" "Matr3" "Matr3" "Postsynaptic" 9
"938" 938 "MGI:1858195" 3192 51810 117280 "HNRNPU" "Hnrnpu" "Hnrnpu" "Postsynaptic" 9
"939" 939 "MGI:1353598" 23162 30957 302983 "MAPK8IP3" "Mapk8ip3" "Mapk8ip3" "Postsynaptic" 8
"940" 940 "MGI:96795" 4001 16906 116685 "LMNB1" "Lmnb1" "Lmnb1" "Postsynaptic" 9
"941" 941 "MGI:2151064" 29966 94186 114520 "STRN3" "Strn3" "Strn3" "Postsynaptic" 8
"942" 942 "MGI:2442917" 221061 269233 680259 "FAM171A1" "Fam171a1" "Fam171a1" "Postsynaptic" 8
"943" 943 "MGI:1921262" 5912 74012 170923 "RAP2B" "Rap2b" "Rap2b" "Postsynaptic" 9
"944" 944 "MGI:97592" 5566 18747 25636 "PRKACA" "Prkaca" "Prkaca" "Postsynaptic" 10
"945" 945 "MGI:1342286" 2314 14248 287375 "FLII" "Flii" "Flii" "Postsynaptic" 9
"946" 946 "MGI:97360" 4842 18125 24598 "NOS1" "Nos1" "Nos1" "Postsynaptic" 8
"947" 947 "MGI:1926252" 10755 67903 83823 "GIPC1" "Gipc1" "Gipc1" "Postsynaptic" 9
"948" 948 "MGI:1298210" 610 15166 114244 "HCN2" "Hcn2" "Hcn2" "Postsynaptic" 8
"949" 949 "MGI:2448496" 284069 217219 100361389 "FAM171A2" "Fam171a2" "Fam171a2" "Postsynaptic" 8
"950" 950 "MGI:97523" 5153 18574 29691 "PDE1B" "Pde1b" "Pde1b" "Postsynaptic" 9
"951" 951 "MGI:2137354" 114088 94090 155812 "TRIM9" "Trim9" "Trim9" "Postsynaptic" 7
"952" 952 "MGI:2669829" 57670 330286 312246 "KIAA1549" "D630045J12Rik" "RGD1306271" "Postsynaptic" 8
"953" 953 "MGI:1931527" 3008 50709 201097 "H1-4" "H1f4" "H1f4" "Postsynaptic" 8
"954" 954 "MGI:2443696" 23065 230866 362643 "EMC1" "Emc1" "Emc1" "Postsynaptic" 8
"955" 955 "MGI:1929955" 10327 58810 78959 "AKR1A1" "Akr1a1" "Akr1a1" "Postsynaptic" 8
"956" 956 "MGI:1914497" 54996 67247 171451 "MTARC2" "Mtarc2" "Mtarc2" "Postsynaptic" 8
"957" 957 "MGI:1097159" 4756 18007 81735 "NEO1" "Neo1" "Neo1" "Postsynaptic" 7
"958" 958 "MGI:1344408" 5037 23980 29542 "PEBP1" "Pebp1" "Pebp1" "Postsynaptic" 8
"959" 959 "MGI:1338068" 5170 18607 81745 "PDPK1" "Pdpk1" "Pdpk1" "Postsynaptic" 7
"960" 960 "MGI:1915566" 79135 68316 363474 "APOO" "Apoo" "Apoo" "Postsynaptic" 8
"961" 961 "MGI:104581" 59345 14696 294962 "GNB4" "Gnb4" "Gnb4" "Postsynaptic" 8
"962" 962 "MGI:1914404" 92140 67154 170910 "MTDH" "Mtdh" "Mtdh" "Postsynaptic" 8
"963" 963 "MGI:108451" 31 107476 60581 "ACACA" "Acaca" "Acaca" "Postsynaptic" 8
"964" 964 "MGI:2152972" 9699 116838 116839 "RIMS2" "Rims2" "Rims2" "Postsynaptic" 8
"965" 965 "MGI:1194505" 708 12261 29681 "C1QBP" "C1qbp" "C1qbp" "Postsynaptic" 8
"966" 966 "MGI:1913732" 55770 66482 171455 "EXOC2" "Exoc2" "Exoc2" "Postsynaptic" 8
"967" 967 "MGI:1855689" 3241 53602 50871 "HPCAL1" "Hpcal1" "Hpcal1" "Postsynaptic" 8
"968" 968 "MGI:105926" 5868 271457 64633 "RAB5A" "Rab5a" "Rab5a" "Postsynaptic" 8
"969" 969 "MGI:1917188" 9805 69938 502776 "SCRN1" "Scrn1" "Scrn1" "Postsynaptic" 8
"970" 970 "MGI:5141924" 445815 677884 298024 "PALM2AKAP2" "Pakap" "Akap2" "Postsynaptic" 7
"971" 971 "MGI:1922858" 128866 75608 679886 "CHMP4B" "Chmp4b" "Chmp4bl1" "Postsynaptic" 8
"972" 972 "MGI:2179435" 22871 192167 116647 "NLGN1" "Nlgn1" "Nlgn1" "Postsynaptic" 9
"973" 973 "MGI:105045" 12 20716 24795 "SERPINA3" "Serpina3n" "Serpina3n" "Postsynaptic" 7
"974" 974 "MGI:1917814" 84293 70564 361118 "FAM213A" "Fam213a" "Prxl2a" "Postsynaptic" 8
"975" 975 "MGI:1921303" 23426 74053 84016 "GRIP1" "Grip1" "Grip1" "Postsynaptic" 7
"976" 976 "MGI:2388662" 22874 240753 360842 "PLEKHA6" "Plekha6" "Plekha6" "Postsynaptic" 8
"977" 977 "MGI:97855" 5911 76108 114560 "RAP2A" "Rap2a" "Rap2a" "Postsynaptic" 8
"978" 978 "MGI:98889" 7316 22190 50522 "UBC" "Ubc" "Ubc" "Postsynaptic" 7
"979" 979 "MGI:1340024" 10840 107747 64392 "ALDH1L1" "Aldh1l1" "Aldh1l1" "Postsynaptic" 8
"980" 980 "MGI:99678" 89 11474 171009 "ACTN3" "Actn3" "Actn3" "Postsynaptic" 8
"981" 981 "MGI:1925144" 166336 243548 312563 "PRICKLE2" "Prickle2" "Prickle2" "Postsynaptic" 8
"982" 982 "MGI:2389180" 80059 243499 500219 "LRRTM4" "Lrrtm4" "Lrrtm4" "Postsynaptic" 8
"983" 983 "MGI:1917275" 11332 70025 26759 "ACOT7" "Acot7" "Acot7" "Postsynaptic" 8
"984" 984 "MGI:1341872" 9414 21873 115769 "TJP2" "Tjp2" "Tjp2" "Postsynaptic" 8
"985" 985 "MGI:1858210" 8417 53331 60466 "STX7" "Stx7" "Stx7" "Postsynaptic" 8
"986" 986 "MGI:1891690" 10492 56403 363113 "SYNCRIP" "Syncrip" "Syncrip" "Postsynaptic" 8
"987" 987 "MGI:95526" 2266 99571 24367 "FGG" "Fgg" "Fgg" "Postsynaptic" 7
"988" 988 "MGI:1891831" 2810 55948 313017 "SFN" "Sfn" "Sfn" "Postsynaptic" 7
"989" 989 "MGI:97774" 5630 19132 24688 "PRPH" "Prph" "Prph" "Postsynaptic" 7
"990" 990 "MGI:1931874" 3337 81489 361384 "DNAJB1" "Dnajb1" "Dnajb1" "Postsynaptic" 7
"991" 991 "MGI:96015" 3039 15122 25632 "HBA1" "Hba-a1" "Hba-a1" "Postsynaptic" 8
"992" 992 "MGI:1890520" 27183 116733 246772 "VPS4A" "Vps4a" "Vps4a" "Postsynaptic" 7
"993" 993 "MGI:2142527" 149371 102058 245709 "EXOC8" "Exoc8" "Exoc8" "Postsynaptic" 8
"994" 994 "MGI:107689" 11127 16568 84392 "KIF3A" "Kif3a" "Kif3a" "Postsynaptic" 7
"995" 995 "MGI:95813" 2895 14804 79220 "GRID2" "Grid2" "Grid2" "Postsynaptic" 7
"996" 996 "MGI:95621" 2562 14402 24922 "GABRB3" "Gabrb3" "Gabrb3" "Postsynaptic" 9
"997" 997 "MGI:101763" 1073 12632 366624 "CFL2" "Cfl2" "Cfl2" "Postsynaptic" 8
"998" 998 "MGI:1860078" 9352 53382 140922 "TXNL1" "Txnl1" "Txnl1" "Postsynaptic" 8
"999" 999 "MGI:1346030" 4062 23934 300025 "LY6H" "Ly6h" "Ly6h" "Postsynaptic" 8
"1000" 1000 "MGI:2181743" 25758 241589 100362814 "KIAA1549L" "D430041D05Rik" "LOC100362814" "Postsynaptic" 7
"1001" 1001 "MGI:1922248" 22841 74998 308003 "RAB11FIP2" "Rab11fip2" "Rab11fip2" "Postsynaptic" 8
"1002" 1002 "MGI:1914285" 11080 67035 295549 "DNAJB4" "Dnajb4" "Dnajb4" "Postsynaptic" 7
"1003" 1003 "MGI:1913838" 51727 66588 298410 "CMPK1" "Cmpk1" "Cmpk1" "Postsynaptic" 8
"1004" 1004 "MGI:107685" 5361 18844 362398 "PLXNA1" "Plxna1" "Plxna1" "Postsynaptic" 8
"1005" 1005 "MGI:2147616" 55611 107260 314660 "OTUB1" "Otub1" "RGD1565010" "Postsynaptic" 8
"1006" 1006 "MGI:106054" 5700 19179 117263 "PSMC1" "Psmc1" "Psmc1" "Postsynaptic" 8
"1007" 1007 "MGI:1859516" 6234 54127 691531 "RPS28" "Rps28" "Rps28" "Postsynaptic" 7
"1008" 1008 "MGI:106925" 5010 18417 84588 "CLDN11" "Cldn11" "Cldn11" "Postsynaptic" 7
"1009" 1009 "MGI:98775" 7111 21916 25566 "TMOD1" "Tmod1" "Tmod1" "Postsynaptic" 8
"1010" 1010 "MGI:1919053" 83733 71803 681896 "SLC25A18" "Slc25a18" "Slc25a18" "Postsynaptic" 8
"1011" 1011 "MGI:95623" 2566 14406 29709 "GABRG2" "Gabrg2" "Gabrg2" "Postsynaptic" 9
"1012" 1012 "MGI:103025" 4580 17827 295241 "MTX1" "Mtx1" "Mtx1" "Postsynaptic" 8
"1013" 1013 "MGI:97836" 5860 110391 64192 "QDPR" "Qdpr" "Qdpr" "Postsynaptic" 8
"1014" 1014 "MGI:1913739" 11224 66489 296709 "RPL35" "Rpl35" "Rpl35" "Postsynaptic" 8
"1015" 1015 "MGI:1347098" 376497 26457 94172 "SLC27A1" "Slc27a1" "Slc27a1" "Postsynaptic" 8
"1016" 1016 "MGI:95632" 2571 14415 24379 "GAD1" "Gad1" "Gad1" "Postsynaptic" 8
"1017" 1017 "MGI:1342005" 4522 108156 64300 "MTHFD1" "Mthfd1" "Mthfd1" "Postsynaptic" 8
"1018" 1018 "MGI:1921455" 2181 74205 114024 "ACSL3" "Acsl3" "Acsl3" "Postsynaptic" 8
"1019" 1019 "MGI:1352747" 10675 29873 50568 "CSPG5" "Cspg5" "Cspg5" "Postsynaptic" 7
"1020" 1020 "MGI:1918115" 80856 69605 362151 "LNPK" "Lnpk" "Lnpk" "Postsynaptic" 8
"1021" 1021 "MGI:106581" 7251 22088 292925 "TSG101" "Tsg101" "Tsg101" "Postsynaptic" 8
"1022" 1022 "MGI:1918982" 55823 71732 315600 "VPS11" "Vps11" "Vps11" "Postsynaptic" 7
"1023" 1023 "MGI:2685725" 388336 380702 497926 "SHISA6" "Shisa6" "Shisa6" "Postsynaptic" 7
"1024" 1024 "MGI:2144837" 25930 104831 117552 "PTPN23" "Ptpn23" "Ptpn23" "Postsynaptic" 7
"1025" 1025 "MGI:1923020" 9024 75770 293631 "BRSK2" "Brsk2" "Brsk2" "Postsynaptic" 8
"1026" 1026 "MGI:1917171" 220988 229279 362152 "HNRNPA3" "Hnrnpa3" "Hnrnpa3" "Postsynaptic" 8
"1027" 1027 "MGI:1913332" 57406 66082 305795 "ABHD6" "Abhd6" "Abhd6" "Postsynaptic" 7
"1028" 1028 "MGI:1351597" 10632 27425 300677 "ATP5MG" "Atp5l" "Atp5mg" "Postsynaptic" 9
"1029" 1029 "MGI:1342335" 50807 13196 314961 "ASAP1" "Asap1" "Asap1" "Postsynaptic" 7
"1030" 1030 "MGI:1915522" 84894 235402 315691 "LINGO1" "Lingo1" "Lingo1" "Postsynaptic" 7
"1031" 1031 "MGI:90675" 7407 22321 25009 "VARS" "Vars" "Vars1" "Postsynaptic" 8
"1032" 1032 "MGI:2387329" 118427 229759 252920 "OLFM3" "Olfm3" "Olfm3" "Postsynaptic" 7
"1033" 1033 "MGI:106594" 2710 14933 291468 "GK" "Gk" "Gykl1" "Postsynaptic" 8
"1034" 1034 "MGI:1349473" 5529 26932 299147 "PPP2R5E" "Ppp2r5e" "Ppp2r5e" "Postsynaptic" 8
"1035" 1035 "MGI:1917789" 140465 216459 317454 "MYL6B" "Myl6b" "RGD1560334" "Postsynaptic" 8
"1036" 1036 "MGI:2384931" 25979 216820 287380 "DHRS7B" "Dhrs7b" "Dhrs7b" "Postsynaptic" 8
"1037" 1037 "MGI:1929813" 9254 56808 300992 "CACNA2D2" "Cacna2d2" "Cacna2d2" "Postsynaptic" 8
"1038" 1038 "MGI:95401" 2035 269587 313052 "EPB41" "Epb41" "Epb41" "Postsynaptic" 8
"1039" 1039 "MGI:98931" 7430 22350 54319 "EZR" "Ezr" "Ezr" "Postsynaptic" 8
"1040" 1040 "MGI:107672" 2824 14758 192179 "GPM6B" "Gpm6b" "Gpm6b" "Postsynaptic" 8
"1041" 1041 "MGI:107810" 7019 21780 83474 "TFAM" "Tfam" "Tfam" "Postsynaptic" 8
"1042" 1042 "MGI:1855692" 4841 53610 317259 "NONO" "Nono" "Nono" "Postsynaptic" 8
"1043" 1043 "MGI:2658986" 10810 245880 682937 "WASF3" "Wasf3" "Wasf3" "Postsynaptic" 8
"1044" 1044 "MGI:1096574" 762 12351 29242 "CA4" "Car4" "Ca4" "Postsynaptic" 7
"1045" 1045 "MGI:1913677" 80777 66427 80773 "CYB5B" "Cyb5b" "Cyb5b" "Postsynaptic" 7
"1046" 1046 "MGI:2147627" 8565 107271 313047 "YARS" "Yars" "Yars1" "Postsynaptic" 8
"1047" 1047 "MGI:1919103" 10130 71853 286906 "PDIA6" "Pdia6" "Pdia6" "Postsynaptic" 8
"1048" 1048 "MGI:700010" 6455 20405 81922 "SH3GL1" "Sh3gl1" "Sh3gl1" "Postsynaptic" 8
"1049" 1049 "MGI:95530" 2271 14194 24368 "FH" "Fh1" "Fh" "Postsynaptic" 8
"1050" 1050 "MGI:1888676" 6232 57294 94266 "RPS27" "Rps27" "Rps27" "Postsynaptic" 8
"1051" 1051 "MGI:2387603" 10598 217737 681996 "AHSA1" "Ahsa1" "Ahsa1" "Postsynaptic" 8
"1052" 1052 "MGI:1309503" 3785 16536 170848 "KCNQ2" "Kcnq2" "Kcnq2" "Postsynaptic" 7
"1053" 1053 "MGI:97355" 4830 18102 191575 "NME1" "Nme1" "Nme1" "Postsynaptic" 8
"1054" 1054 "MGI:106379" 51493 28088 362855 "RTCB" "Rtcb" "Rtcb" "Postsynaptic" 8
"1055" 1055 "MGI:1928739" 3300 56812 689593 "DNAJB2" "Dnajb2" "Dnajb2" "Postsynaptic" 8
"1056" 1056 "MGI:1337026" 6386 53378 83841 "SDCBP" "Sdcbp" "Sdcbp" "Postsynaptic" 8
"1057" 1057 "MGI:96414" 3418 269951 361596 "IDH2" "Idh2" "Idh2" "Postsynaptic" 8
"1058" 1058 "MGI:107804" 10376 22143 500929 "TUBA1B" "Tuba1b" "Tuba1b" "Postsynaptic" 7
"1059" 1059 "MGI:101772" 6640 20648 362242 "SNTA1" "Snta1" "Snta1" "Postsynaptic" 8
"1060" 1060 "MGI:107750" 1781 13427 116659 "DYNC1I2" "Dync1i2" "Dync1i2" "Postsynaptic" 8
"1061" 1061 "MGI:104976" 1656 13209 500988 "DDX6" "Ddx6" "Ddx6" "Postsynaptic" 7
"1062" 1062 "MGI:1353452" 224 11671 65183 "ALDH3A2" "Aldh3a2" "Aldh3a2" "Postsynaptic" 8
"1063" 1063 "MGI:109446" 8448 13446 65031 "DOC2A" "Doc2a" "Doc2a" "Postsynaptic" 7
"1064" 1064 "MGI:1913284" 10213 59029 311078 "PSMD14" "Psmd14" "Psmd14" "Postsynaptic" 7
"1065" 1065 "MGI:1891808" 54472 54473 361677 "TOLLIP" "Tollip" "Tollip" "Postsynaptic" 8
"1066" 1066 "MGI:1929520" 1933 55949 363241 "EEF1B2" "Eef1b2" "Eef1b2" "Postsynaptic" 8
"1067" 1067 "MGI:97549" 5216 18643 64303 "PFN1" "Pfn1" "Pfn1" "Postsynaptic" 8
"1068" 1068 "MGI:1351627" 8050 27402 311254 "PDHX" "Pdhx" "Pdhx" "Postsynaptic" 8
"1069" 1069 "MGI:1928344" 51699 56433 288666 "VPS29" "Vps29" "Vps29" "Postsynaptic" 8
"1070" 1070 "MGI:109393" 6521 20533 24779 "SLC4A1" "Slc4a1" "Slc4a1" "Postsynaptic" 7
"1071" 1071 "MGI:105941" 4354 17524 652956 "MPP1" "Mpp1" "Mpp1" "Postsynaptic" 7
"1072" 1072 "MGI:1201779" 3188 56258 308650 "HNRNPH2" "Hnrnph2" "Hnrnph2" "Postsynaptic" 8
"1073" 1073 "MGI:1920081" 22907 72831 367172 "DHX30" "Dhx30" "Dhx30" "Postsynaptic" 8
"1074" 1074 "MGI:1914677" 6224 67427 122772 "RPS20" "Rps20" "Rps20" "Postsynaptic" 8
"1075" 1075 "MGI:1919014" 9854 71764 300666 "C2CD2L" "C2cd2l" "C2cd2l" "Postsynaptic" 8
"1076" 1076 "MGI:95513" 2235 14151 361338 "FECH" "Fech" "Fech" "Postsynaptic" 8
"1077" 1077 "MGI:1098667" 4185 11488 360638 "ADAM11" "Adam11" "Adam11" "Postsynaptic" 8
"1078" 1078 "MGI:2679531" 404037 330790 361129 "HAPLN4" "Hapln4" "Hapln4" "Postsynaptic" 8
"1079" 1079 "MGI:2445003" 392 228359 311193 "ARHGAP1" "Arhgap1" "Arhgap1" "Postsynaptic" 8
"1080" 1080 "MGI:1914416" 55207 67166 500282 "ARL8B" "Arl8b" "Arl8b" "Postsynaptic" 8
"1081" 1081 "MGI:1913869" 79969 73242 361789 "ATAT1" "Atat1" "Atat1" "Postsynaptic" 8
"1082" 1082 "MGI:1913304" 55748 66054 291394 "CNDP2" "Cndp2" "Cndp2" "Postsynaptic" 8
"1083" 1083 "MGI:3042273" 55968 386649 83809 "NSFL1C" "Nsfl1c" "Nsfl1c" "Postsynaptic" 8
"1084" 1084 "MGI:1933163" 23321 80890 361970 "TRIM2" "Trim2" "Trim2" "Postsynaptic" 8
"1085" 1085 "MGI:1330304" 6293 224705 25218 "VPS52" "Vps52" "Vps52" "Postsynaptic" 8
"1086" 1086 "MGI:2387215" 11160 244373 290823 "ERLIN2" "Erlin2" "Erlin2" "Postsynaptic" 9
"1087" 1087 "MGI:1913299" 79641 66049 287061 "ROGDI" "Rogdi" "Rogdi" "Postsynaptic" 8
"1088" 1088 "MGI:88284" 873 12408 29224 "CBR1" "Cbr1" "Cbr1" "Postsynaptic" 8
"1089" 1089 "MGI:101947" 3184 11991 79256 "HNRNPD" "Hnrnpd" "Hnrnpd" "Postsynaptic" 8
"1090" 1090 "MGI:1914297" 5917 104458 287191 "RARS" "Rars" "Rars1" "Postsynaptic" 8
"1091" 1091 "MGI:95766" 2767 14672 81662 "GNA11" "Gna11" "Gna11" "Postsynaptic" 8
"1092" 1092 "MGI:1913664" 55967 66414 299739 "NDUFA12" "Ndufa12" "Ndufa12" "Postsynaptic" 8
"1093" 1093 "MGI:106015" 9167 20463 298762 "COX7A2L" "Cox7a2l" "Cox7a2l" "Postsynaptic" 7
"1094" 1094 "MGI:99918" 4204 17257 29386 "MECP2" "Mecp2" "Mecp2" "Postsynaptic" 8
"1095" 1095 "MGI:1098784" 285172 213056 316415 "FAM126B" "Fam126b" "Fam126b" "Postsynaptic" 8
"1096" 1096 "MGI:1914930" 6390 67680 298596 "SDHB" "Sdhb" "Sdhb" "Postsynaptic" 8
"1097" 1097 "MGI:1916043" 25782 98732 289350 "RAB3GAP2" "Rab3gap2" "Rab3gap2" "Postsynaptic" 8
"1098" 1098 "MGI:2684983" 4712 230075 297990 "NDUFB6" "Ndufb6" "Ndufb6" "Postsynaptic" 7
"1099" 1099 "MGI:1338822" 10659 14007 29428 "CELF2" "Celf2" "Celf2" "Postsynaptic" 7
"1100" 1100 "MGI:3607784" 79929 208158 363823 "MAP6D1" "Map6d1" "Map6d1" "Postsynaptic" 7
"1101" 1101 "MGI:2152453" 2931 606496 50686 "GSK3A" "Gsk3a" "Gsk3a" "Postsynaptic" 8
"1102" 1102 "MGI:1934858" 79187 240121 301506 "FSD1" "Fsd1" "Fsd1" "Postsynaptic" 8
"1103" 1103 "MGI:2652847" 56262 241296 311846 "LRRC8A" "Lrrc8a" "Lrrc8a" "Postsynaptic" 7
"1104" 1104 "MGI:1890165" 23367 73158 303158 "LARP1" "Larp1" "Larp1" "Postsynaptic" 8
"1105" 1105 "MGI:97775" 5631 19139 29562 "PRPS1" "Prps1" "Prps1" "Postsynaptic" 8
"1106" 1106 "MGI:1915699" 26000 68449 365372 "TBC1D10B" "Tbc1d10b" "Tbc1d10b" "Postsynaptic" 8
"1107" 1107 "MGI:2182619" 203190 213469 306013 "LGI3" "Lgi3" "Lgi3" "Postsynaptic" 8
"1108" 1108 "MGI:894684" 5036 18813 288778 "PA2G4" "Pa2g4" "Pa2g4" "Postsynaptic" 7
"1109" 1109 "MGI:107460" 1340 110323 688869 "COX6B1" "Cox6b1" "Cox6b1" "Postsynaptic" 8
"1110" 1110 "MGI:95454" 56243 208618 291356 "KIAA1217" "Etl4" "Etl4" "Postsynaptic" 8
"1111" 1111 "MGI:2656976" 9762 241638 280670 "LZTS3" "Lzts3" "Lzts3" "Postsynaptic" 8
"1112" 1112 "MGI:1349394" 9448 26921 301363 "MAP4K4" "Map4k4" "Map4k4" "Postsynaptic" 7
"1113" 1113 "MGI:109620" 421 11877 303798 "ARVCF" "Arvcf" "Arvcf" "Postsynaptic" 8
"1114" 1114 "MGI:1330842" 8437 19415 360814 "RASAL1" "Rasal1" "Rasal1" "Postsynaptic" 8
"1115" 1115 "MGI:1914738" 57658 67488 246047 "CALCOCO1" "Calcoco1" "Calcoco1" "Postsynaptic" 7
"1116" 1116 "MGI:1928401" 6249 56430 65201 "CLIP1" "Clip1" "Clip1" "Postsynaptic" 7
"1117" 1117 "MGI:1916947" 57662 69697 689074 "CAMSAP3" "Camsap3" "Camsap3" "Postsynaptic" 8
"1118" 1118 "MGI:1335107" 9265 19159 116693 "CYTH3" "Cyth3" "Cyth3" "Postsynaptic" 7
"1119" 1119 "MGI:1913635" 5510 66385 301618 "PPP1R7" "Ppp1r7" "Ppp1r7" "Postsynaptic" 8
"1120" 1120 "MGI:1334255" 9266 19158 116692 "CYTH2" "Cyth2" "Cyth2" "Postsynaptic" 7
"1121" 1121 "MGI:1346074" 9513 23879 287433 "FXR2" "Fxr2" "Fxr2" "Postsynaptic" 8
"1122" 1122 "MGI:1924819" 22998 77569 305332 "LIMCH1" "Limch1" "Limch1" "Postsynaptic" 7
"1123" 1123 "MGI:1920243" 26060 72993 290537 "APPL1" "Appl1" "Appl1" "Postsynaptic" 8
"1124" 1124 "MGI:1921257" 121551 74007 314675 "BTBD11" "Btbd11" "Btbd11" "Postsynaptic" 7
"1125" 1125 "MGI:1916366" 23352 69116 313658 "UBR4" "Ubr4" "Ubr4" "Postsynaptic" 8
"1126" 1126 "MGI:1859607" 11230 54637 367743 "PRAF2" "Praf2" "Praf2" "Postsynaptic" 7
"1127" 1127 "MGI:1349438" 23164 26936 116504 "MPRIP" "Mprip" "Mprip" "Postsynaptic" 7
"1128" 1128 "MGI:1920334" 57144 241656 311450 "PAK5" "Pak5" "Pak5" "Postsynaptic" 8
"1129" 1129 "MGI:99432" 377 11842 140940 "ARF3" "Arf3" "Arf3" "Postsynaptic" 8
"1130" 1130 "MGI:99434" 381 11844 79117 "ARF5" "Arf5" "Arf5" "Postsynaptic" 8
"1131" 1131 "MGI:1914490" 57551 216965 286993 "TAOK1" "Taok1" "Taok1" "Postsynaptic" 7
"1132" 1132 "MGI:1914549" 85440 67299 313388 "DOCK7" "Dock7" "Dock7" "Postsynaptic" 8
"1133" 1133 "MGI:1201408" 6733 20817 296753 "SRPK2" "Srpk2" "Srpk2" "Postsynaptic" 7
"1134" 1134 "MGI:97286" 4691 17975 25135 "NCL" "Ncl" "Ncl" "Postsynaptic" 8
"1135" 1135 "MGI:2384297" 55700 245877 681287 "MAP7D1" "Map7d1" "Map7d1" "Postsynaptic" 8
"1136" 1136 "MGI:88016" 271 109674 362015 "AMPD2" "Ampd2" "Ampd2" "Postsynaptic" 7
"1137" 1137 "MGI:1309528" 4659 17931 116670 "PPP1R12A" "Ppp1r12a" "Ppp1r12a" "Postsynaptic" 8
"1138" 1138 "MGI:2686414" 56936 380768 500686 "CCDC177" "Ccdc177" "Ccdc177" "Postsynaptic" 8
"1139" 1139 "MGI:2442087" 57460 319468 314897 "PPM1H" "Ppm1h" "Ppm1h" "Postsynaptic" 7
"1140" 1140 "MGI:2384831" 54862 212139 288908 "CC2D1A" "Cc2d1a" "Cc2d1a" "Postsynaptic" 7
"1141" 1141 "MGI:106184" 4869 18148 25498 "NPM1" "Npm1" "Npm1" "Postsynaptic" 8
"1142" 1142 "MGI:95303" 1973 13681 287436 "EIF4A1" "Eif4a1" "Eif4a1" "Postsynaptic" 8
"1143" 1143 "MGI:1098244" 1174 11769 360785 "AP1S1" "Ap1s1" "Ap1s1" "Postsynaptic" 7
"1144" 1144 "MGI:1916882" 23365 69632 367072 "ARHGEF12" "Arhgef12" "Arhgef12" "Postsynaptic" 7
"1145" 1145 "MGI:104899" 25843 19070 171050 "MOB4" "Mob4" "Mob4" "Postsynaptic" 7
"1146" 1146 "MGI:106504" 79180 27984 298609 "EFHD2" "Efhd2" "Efhd2" "Postsynaptic" 8
"1147" 1147 "MGI:1858234" 4076 53872 362173 "CAPRIN1" "Caprin1" "Caprin1" "Postsynaptic" 8
"1148" 1148 "MGI:1919439" 7917 224727 94342 "BAG6" "Bag6" "Bag6" "Postsynaptic" 8
"1149" 1149 "MGI:1315201" 113246 14790 100362005 "C12orf57" "Grcc10" "Grcc10" "Postsynaptic" 7
"1150" 1150 "MGI:1920583" 83447 73333 689108 "SLC25A31" "Slc25a31" "Slc25a31" "Postsynaptic" 6
"1151" 1151 "MGI:109338" 5909 110351 313644 "RAP1GAP" "Rap1gap" "Rap1gap" "Postsynaptic" 7
"1152" 1152 "MGI:1916469" 23576 69219 64157 "DDAH1" "Ddah1" "Ddah1" "Postsynaptic" 7
"1153" 1153 "MGI:98385" 6708 20739 289257 "SPTA1" "Spta1" "Spta1" "Postsynaptic" 6
"1154" 1154 "MGI:2445094" 144100 233765 499249 "PLEKHA7" "Plekha7" "Plekha7" "Postsynaptic" 6
"1155" 1155 "MGI:1929215" 27072 218035 306991 "VPS41" "Vps41" "Vps41" "Postsynaptic" 6
"1156" 1156 "MGI:1914596" 23002 208846 314212 "DAAM1" "Daam1" "Daam1" "Postsynaptic" 7
"1157" 1157 "MGI:1860603" 25873 54217 58927 "RPL36" "Rpl36" "Rpl36" "Postsynaptic" 7
"1158" 1158 "MGI:1351861" 8209 28295 294326 "GATD3A" "Gatd3a" "Gatd3a" "Postsynaptic" 7
"1159" 1159 "MGI:1891925" 3187 59013 140931 "HNRNPH1" "Hnrnph1" "Hnrnph1" "Postsynaptic" 7
"1160" 1160 "MGI:88113" 495 11944 24216 "ATP4A" "Atp4a" "Atp4a" "Postsynaptic" 7
"1161" 1161 "MGI:1921409" 91452 74159 307170 "ACBD5" "Acbd5" "Acbd5" "Postsynaptic" 6
"1162" 1162 "MGI:102964" 58477 20818 300965 "SRPRB" "Srprb" "Srprb" "Postsynaptic" 6
"1163" 1163 "MGI:94885" 1674 13346 64362 "DES" "Des" "Des" "Postsynaptic" 6
"1164" 1164 "MGI:2389174" 26045 107065 685472 "LRRTM2" "Lrrtm2" "Lrrtm2" "Postsynaptic" 7
"1165" 1165 "MGI:106321" 23348 105445 259237 "DOCK9" "Dock9" "Dock9" "Postsynaptic" 6
"1166" 1166 "MGI:99555" 5144 238871 24627 "PDE4D" "Pde4d" "Pde4d" "Postsynaptic" 7
