alg,clNo,clustsize,no.Trubetskoy,Molecular Function,Biological Function,Diseases,False Trub Enrichment
sgG5,99,42,0,[],"['protein_kinase_B_signaling', 'anoikis', 'positive_regulation_of_smooth_muscle_cel...', 'activation_of_protein_kinase_C_activity', 'phosphatidylinositol-3-phosphate_biosynt...', 'CD40_signaling_pathway', 'response_to_glucagon', 'RIG-I_signaling_pathway', 'regulation_of_blood_vessel_endothelial_c...', 'negative_regulation_of_angiogenesis', 'autophagy', 'phosphorylation', 'response_to_growth_factor', 'activation_of_phospholipase_C_activity', 'mammary_gland_epithelial_cell_proliferat...', 'forebrain_morphogenesis', 'keratinocyte_differentiation', 'positive_regulation_of_protein_kinase_B_...', 'osteoblast_differentiation', 'positive_regulation_of_gluconeogenesis', 'adrenal_gland_development', 'vasculature_development', 'selective_autophagy', 'positive_regulation_of_immunoglobulin_pr...', 'positive_regulation_of_endothelial_cell_...', 'cellular_response_to_electrical_stimulus', 'plasminogen_activation', 'heart_development', 'positive_regulation_of_DNA-binding_trans...', 'negative_regulation_of_macroautophagy', 'mitophagy', 'negative_regulation_of_ERK1_and_ERK2_cas...', 'osteoclast_differentiation', 'negative_regulation_of_epithelial_to_mes...', 'mitochondrial_electron_transport,_ubiqui...', 'regulation_of_autophagy', 'cell_migration', 'regulation_of_protein_kinase_B_signaling', 'neural_tube_development', 'B_cell_activation', 'fibroblast_proliferation', 'regulation_of_synaptic_transmission,_GAB...', 'negative_regulation_of_MAPK_cascade', 'regulation_of_cytosolic_calcium_ion_conc...', 'negative_regulation_of_endothelial_cell_...', 'protein_import_into_nucleus', 'neuron_apoptotic_process', 'G_protein-coupled_receptor_signaling_pat...', 'positive_regulation_of_protein_localizat...', 'regulation_of_angiogenesis', 'regulation_of_ERK1_and_ERK2_cascade', 'T_cell_costimulation', 'cellular_response_to_vascular_endothelia...', 'platelet_activation', 'positive_regulation_of_neuron_apoptotic_...', 'cardiac_muscle_contraction', 'nuclear-transcribed_mRNA_catabolic_proce...', 'early_endosome_to_late_endosome_transpor...', 'response_to_activity', 'regulation_of_signal_transduction_by_p53...', 'evasion_or_tolerance_of_host_defenses_by...', 'interleukin-18-mediated_signaling_pathwa...', 'positive_regulation_of_organ_growth', 'response_to_insulin-like_growth_factor_s...', 'regulation_of_transcription_from_RNA_pol...', 'positive_regulation_of_exit_from_mitosis', 'mammary_gland_branching_involved_in_thel...', 'regulation_of_branching_involved_in_mamm...', 'regulation_of_cytochrome-c_oxidase_activ...', 'response_to_muscle_inactivity', 'hypomethylation_of_CpG_island', 'response_to_butyrate', 'glucosamine_catabolic_process', 'N-acetylglucosamine_catabolic_process', 'suppression_by_virus_of_host_autophagy', 'cellular_response_to_aluminum_ion', 'regulation_of_cellular_component_size', 'positive_regulation_of_TRAIL-activated_a...', 'negative_regulation_of_synaptic_vesicle_...', 'blood_vessel_endothelial_cell_proliferat...', 'notochord_formation', 'axial_mesoderm_formation', 'notochord_cell_development', 'negative_regulation_of_lymphangiogenesis', 'positive_regulation_of_bicellular_tight_...', 'pericyte_cell_differentiation', 'metencephalon_development', 'histone_H3-K14_acetylation', 'regulation_of_fibrinolysis', 'regulation_of_telomerase_activity', 'platelet-derived_growth_factor_receptor-...', 'retina_vasculature_development_in_camera...', 'metanephric_glomerular_capillary_formati...', 'regulation_of_mesenchymal_stem_cell_diff...', 'negative_regulation_of_epithelial_cell_p...', 'positive_regulation_of_vesicle_transport...', 'negative_regulation_of_retrograde_protei...', 'positive_regulation_of_complement_activa...', 'negative_regulation_of_glucocorticoid_re...', 'epithelial_cell_morphogenesis_involved_i...', 'sensory_perception_of_umami_taste', 'mast_cell_apoptotic_process', 'regulation_of_glial_cell_differentiation', 'sympathetic_nervous_system_development', 'gamma-aminobutyric_acid_secretion,_neuro...', 'observational_learning', 'negative_regulation_of_Schwann_cell_migr...', 'protein_K29-linked_deubiquitination', 'regulation_of_dense_core_granule_exocyto...', 'IDP_catabolic_process', 'nucleobase-containing_small_molecule_met...', 'regulation_of_membrane_hyperpolarization', 'oligodendrocyte_differentiation', 'positive_regulation_of_blood_vessel_endo...', 'phosphatidylinositol-mediated_signaling', 'positive_regulation_of_kinase_activity', 'positive_regulation_of_ERK1_and_ERK2_cas...', 'response_to_hypoxia', 'insulin-like_growth_factor_receptor_sign...', 'protein_targeting_to_lysosome', 'extracellular_matrix_organization', 'cellular_response_to_epidermal_growth_fa...', 'regulation_of_cytokinesis', 'protein_stabilization', 'negative_regulation_of_protein_kinase_B_...', 'cell_motility', 'cellular_response_to_glucose_starvation', 'positive_regulation_of_NIK/NF-kappaB_sig...', 'negative_regulation_of_cell_proliferatio...', 'regulation_of_neuron_projection_developm...', 'cell_chemotaxis', 'regulation_of_cell_cycle', 'autophagosome_maturation', 'regulation_of_postsynapse_organization', 'glucose_metabolic_process', 'positive_regulation_of_cytosolic_calcium...', 'phosphatidylinositol_phosphorylation', 'vascular_associated_smooth_muscle_cell_m...', 'negative_regulation_of_lysosome_organiza...', 'mammalian_oogenesis_stage', 'negative_regulation_of_fatty_acid_beta-o...', 'response_to_UV-A', 'negative_regulation_of_protein_localizat...', 'regulation_of_type_B_pancreatic_cell_dev...', 'response_to_leucine', 'intracellular_receptor_signaling_pathway', 'positive_regulation_of_hormone_biosynthe...', 'regulation_of_T_cell_activation', 'regulation_of_cardiolipin_metabolic_proc...', 'signal_transduction_involved_in_regulati...', 'negative_regulation_of_blood_coagulation', 'negative_regulation_of_Schwann_cell_prol...', 'epithelial_cell_proliferation_involved_i...', 'Schwann_cell_migration', 'dense_core_granule_maturation', 'T-helper_17_type_immune_response', 'cellular_response_to_hydrostatic_pressur...', 'cell_activation', 'negative_regulation_of_mast_cell_prolife...', 'regulation_of_cartilage_development', 'response_to_mitochondrial_depolarisation', 'cerebellar_granular_layer_development', 'Schwann_cell_proliferation', 'UDP-N-acetylglucosamine_biosynthetic_pro...', 'N-acetylneuraminate_catabolic_process', 'regulation_of_tubulin_deacetylation', 'positive_regulation_of_attachment_of_mit...', 'negative_regulation_of_keratinocyte_migr...', 'rhythmic_synaptic_transmission', 'positive_regulation_of_ubiquitin_protein...', 'regulation_of_bone_development', 'positive_regulation_of_cell_proliferatio...', 'regulation_of_nuclear-transcribed_mRNA_c...', 'negative_regulation_of_chemokine_product...', 'cAMP_metabolic_process', 'forebrain_astrocyte_development', 'positive_regulation_of_cell_projection_o...', 'regulation_of_regulatory_T_cell_differen...', 'triglyceride_transport', 'positive_regulation_of_lipoprotein_lipas...', 'hyaluronan_metabolic_process', 'modulation_by_host_of_viral_RNA_genome_r...', 'negative_regulation_of_leukocyte_migrati...', 'response_to_lipid', 'positive_regulation_of_epidermis_develop...', 'sensory_perception_of_bitter_taste', 'sensory_perception_of_sweet_taste', 'ADP_catabolic_process', 'protein_K6-linked_deubiquitination', 'glutamate_secretion,_neurotransmission', 'vascular_smooth_muscle_cell_proliferatio...', 'epidermal_growth_factor_receptor_signali...', 'cellular_response_to_nerve_growth_factor...', 'regulation_of_synaptic_transmission,_glu...', 'gluconeogenesis', 'cellular_response_to_reactive_oxygen_spe...', 'liver_development', 'wound_healing', 'response_to_ischemia', 'cellular_respiration', 'negative_regulation_of_protein_kinase_ac...', 'glucose_homeostasis', 'mRNA_export_from_nucleus', 'regulation_of_translation', 'multicellular_organism_development', 'cellular_response_to_tumor_necrosis_fact...', 'blood_coagulation,_intrinsic_pathway', 'maternal_placenta_development', 'regulation_of_glycogen_biosynthetic_proc...', 'carbohydrate_transport', 'negative_regulation_of_plasma_membrane_l...', 'positive_regulation_of_endodeoxyribonucl...', 'cellular_response_to_decreased_oxygen_le...', 'negative_regulation_of_Notch_signaling_p...', 'response_to_growth_hormone', 'maintenance_of_protein_location_in_mitoc...', 'cellular_response_to_granulocyte_macroph...', 'cellular_response_to_oxidised_low-densit...', 'positive_regulation_of_I-kappaB_phosphor...', 'positive_regulation_of_protein_localizat...', 'negative_regulation_of_lymphocyte_migrat...', 'embryonic_placenta_development', 'negative_regulation_of_cell_cycle_G1/S_p...', 'myeloid_leukocyte_migration', 'cellular_response_to_UV-B', 'mammary_gland_alveolus_development', 'negative_regulation_of_mammary_gland_epi...', 'negative_regulation_of_platelet_activati...', 'central_nervous_system_myelin_maintenanc...', 'smooth_muscle_tissue_development', 'male_genitalia_development', 'regulation_of_sensory_perception_of_pain', 'negative_regulation_of_actin_filament_de...', 'response_to_dexamethasone', 'regulation_of_actin_filament_organizatio...', 'cardiac_myofibril_assembly', 'internal_peptidyl-lysine_acetylation', 'positive_regulation_of_ERAD_pathway', 'maintenance_of_unfolded_protein_involved...', 'negative_regulation_of_organ_growth', 'regulation_of_behavior', 'lens_fiber_cell_morphogenesis', 'negative_regulation_of_smooth_muscle_cel...', 'postsynaptic_density_assembly', 'positive_regulation_of_cardiac_muscle_ce...', 'branching_involved_in_mammary_gland_duct...', 'negative_regulation_of_telomere_capping', 'activation_of_cysteine-type_endopeptidas...', 'telencephalon_development', 'negative_regulation_of_myeloid_cell_apop...', 'negative_regulation_of_fibrinolysis', 'regulation_of_dephosphorylation', 'mast_cell_proliferation', 'embryonic_digestive_tract_morphogenesis', 'embryonic_cranial_skeleton_morphogenesis', 'cellular_response_to_sorbitol', 'positive_thymic_T_cell_selection', 'sensory_perception_of_taste', 'hair_follicle_maturation', 'phosphatidylserine_exposure_on_apoptotic...', 'amygdala_development', 'cell_communication', 'diacylglycerol_metabolic_process', 'calcium_ion_transport', 'neural_tube_closure', 'transmembrane_receptor_protein_tyrosine_...', 'long-term_synaptic_potentiation', 'protein_autophosphorylation', 'insulin_receptor_signaling_pathway', 'inflammatory_response', 'T_cell_receptor_signaling_pathway', 'autophagosome_assembly', 'negative_regulation_of_dendritic_spine_m...', 'positive_regulation_of_vascular_endothel...', 'activation-induced_cell_death_of_T_cells', 'positive_regulation_of_glucose_metabolic...', 'response_to_fluid_shear_stress', 'mammary_gland_epithelial_cell_differenti...', 'establishment_of_protein_localization_to...', 'negative_regulation_of_leukocyte_cell-ce...', 'intracellular_mRNA_localization', 'positive_regulation_of_G_protein-coupled...', 'myeloid_cell_differentiation', 'negative_regulation_of_astrocyte_differe...', 'spindle_assembly_involved_in_female_meio...', 'sister_chromatid_cohesion', 'membrane_invagination', 'negative_regulation_of_stem_cell_prolife...', 'genetic_imprinting', 'negative_regulation_of_cyclin-dependent_...', 'cellular_response_to_interleukin-6', 'regulation_of_cellular_respiration', 'positive_regulation_of_protein_localizat...', 'autophagy_of_peroxisome', 'regulation_of_cell_division', 'histone_succinylation', 'negative_regulation_of_Rac_protein_signa...', 'metanephros_development', 'Leydig_cell_differentiation', 'negative_regulation_of_wound_healing,_sp...', 'bone_remodeling', 'response_to_iron(II)_ion', 'gamma-aminobutyric_acid_secretion', 'Schwann_cell_development', 'regulation_of_telomere_maintenance_via_t...', 'regulation_of_bone_resorption', 'regulation_of_cell-matrix_adhesion', 'positive_regulation_of_interleukin-17_pr...', 'negative_regulation_of_androgen_receptor...', 'melanocyte_differentiation', 'positive_regulation_of_adenylate_cyclase...', 'lipid_phosphorylation', 'viral_entry_into_host_cell', 'cellular_response_to_hypoxia', 'positive_regulation_of_protein_localizat...', 'positive_regulation_of_peptidyl-serine_p...', 'cell_proliferation', 'negative_regulation_of_apoptotic_process', 'cellular_response_to_insulin_stimulus', 'positive_regulation_of_autophagy', 'negative_regulation_of_cell_growth', 'locomotory_behavior', 'regulation_of_protein_stability', 'amyloid-beta_metabolic_process', 'dendrite_extension', 'cardiac_muscle_cell_contraction', 'multicellular_organismal_response_to_str...', 'negative_regulation_of_extrinsic_apoptot...', 'negative_regulation_of_cell_size', 'behavioral_response_to_pain', 'positive_regulation_of_mitochondrial_mem...', 'negative_regulation_of_endopeptidase_act...', 'positive_regulation_of_nitric-oxide_synt...', 'labyrinthine_layer_blood_vessel_developm...', 'negative_regulation_of_protein_serine/th...', 'stress-activated_protein_kinase_signalin...', 'negative_regulation_of_centriole_replica...', 'negative_regulation_of_neurotransmitter_...', 'estrogen_metabolic_process', 'response_to_vitamin_E', 'negative_regulation_of_osteoclast_differ...', 'positive_regulation_of_neurotransmitter_...', 'negative_regulation_of_neuroblast_prolif...', 'intracellular_estrogen_receptor_signalin...', 'positive_regulation_of_blood_coagulation', 'regulation_of_stem_cell_population_maint...', 'positive_regulation_of_cell_cycle_G1/S_p...', 'cellular_response_to_copper_ion', 'cerebellar_Purkinje_cell_layer_developme...', 'negative_regulation_of_oligodendrocyte_d...', 'luteinization', 'negative_regulation_of_transcription_by_...', 'negative_regulation_of_fibroblast_apopto...', 'positive_regulation_of_calcium-mediated_...', 'negative_regulation_of_cellular_senescen...', 'cellular_response_to_nitrogen_starvation', 'G1_to_G0_transition', 'regulation_of_transcription_involved_in_...', 'protein_lipidation', 'negative_regulation_of_gluconeogenesis', 'cerebellar_Purkinje_cell_differentiation', 'locomotor_rhythm', 'negative_regulation_of_vascular_associat...', 'response_to_thyroid_hormone', 'inositol_1,4,5_trisphosphate_binding', 'store-operated_calcium_channel_activity', '1-phosphatidylinositol-3-kinase_activity', 'kinase_activity', 'transmembrane_receptor_protein_tyrosine_...', 'protein_kinase_activator_activity', 'amide_binding', 'acid_phosphatase_activity', 'glucosamine-6-phosphate_deaminase_activi...', 'G_protein-coupled_neurotransmitter_recep...', 'inositol-1,3,4,5-tetrakisphosphate_3-pho...', 'phosphatidylinositol-3,4-bisphosphate_3-...', 'phosphatidylinositol_phosphate_phosphata...', 'histone_succinyltransferase_activity', 'lipoprotein_lipase_activator_activity', 'platelet-derived_growth_factor_alpha-rec...', 'complement_component_C3a_binding', 'inositol_hexakisphosphate_binding', 'phosphoglycerate_kinase_activity', 'ADP-sugar_diphosphatase_activity', 'ADP-ribose_diphosphatase_activity']","[""Huntington's_disease""]",False
sgG5,11,17,0,[],"['TOR_signaling', 'regulation_of_actin_cytoskeleton_organiz...', 'cellular_response_to_nutrient_levels', 'positive_regulation_of_actin_filament_po...', 'positive_regulation_of_peptidyl-tyrosine...', 'cellular_response_to_nutrient', 'positive_regulation_of_cell_growth', 'adaptive_immune_response', 'TORC1_signaling', 'cellular_response_to_osmotic_stress', 'germ_cell_development', 'positive_regulation_of_lipid_biosyntheti...', 'response_to_amino_acid', 'positive_regulation_of_translational_ini...', 'positive_regulation_of_glycolytic_proces...', 'response_to_nutrient_levels', 'positive_regulation_of_TOR_signaling', 'T_cell_costimulation', 'cell_projection_organization', 'negative_regulation_of_apoptotic_process', 'B_cell_receptor_signaling_pathway', 'negative_regulation_of_autophagy', 'positive_regulation_of_lamellipodium_ass...', 'cellular_response_to_growth_factor_stimu...', 'cellular_response_to_retinoic_acid', 'cellular_response_to_DNA_damage_stimulus', 'cytoskeleton_organization', 'heart_valve_morphogenesis', 'response_to_electrical_stimulus_involved...', 'Fc_receptor_mediated_stimulatory_signali...', 'tolerance_induction_to_self_antigen', 'negative_regulation_of_myeloid_leukocyte...', 'Fc_receptor_mediated_inhibitory_signalin...', 'regulation_of_B_cell_apoptotic_process', 'response_to_sterol_depletion', 'regulation_of_mast_cell_activation', 'negative_regulation_of_toll-like_recepto...', 'regulation_of_B_cell_receptor_signaling_...', 'positive_regulation_of_Fc_receptor_media...', 'positive_regulation_of_stress-activated_...', 'regulation_of_monocyte_chemotaxis', 'negative_regulation_of_intracellular_sig...', 'TORC2_signaling', 'peptidyl-serine_phosphorylation', 'protein_kinase_B_signaling', 'response_to_toxic_substance', 'cell-matrix_adhesion', 'cellular_response_to_hypoxia', 'cellular_response_to_insulin_stimulus', 'T-helper_1_cell_lineage_commitment', 'energy_reserve_metabolic_process', 'regulation_of_locomotor_rhythm', 'positive_regulation_of_cytoplasmic_trans...', 'negative_regulation_of_lysosome_organiza...', 'skeletal_muscle_atrophy', 'response_to_leucine', 'positive_regulation_of_skeletal_muscle_t...', 'histamine_secretion_by_mast_cell', 'regulation_of_T_cell_activation', 'regulation_of_intracellular_signal_trans...', 'positive_regulation_of_dendritic_cell_ap...', 'intracellular_sterol_transport', 'immune_response-regulating_cell_surface_...', 'negative_regulation_of_toll-like_recepto...', 'interleukin-5-mediated_signaling_pathway', 'regulation_of_erythrocyte_differentiatio...', 'positive_regulation_of_oligodendrocyte_p...', 'negative_regulation_of_mast_cell_prolife...', 'dendritic_cell_differentiation', 'positive_regulation_of_protein_insertion...', 'N-terminal_peptidyl-glycine_N-myristoyla...', 'cellular_ketone_metabolic_process', 'positive_regulation_of_translation', 'regulation_of_membrane_permeability', 'positive_regulation_of_wound_healing,_sp...', 'response_to_glucagon', 'positive_regulation_of_respiratory_burst', 'platelet_degranulation', 'positive_regulation_of_mast_cell_prolife...', 'mismatch_repair', 'regulation_of_microvillus_length']",[],False
sgG5,30,12,0,[],['peptide_modification'],[],False
sgG5,38,70,0,[],"['ubiquinone_biosynthetic_process', 'endoplasmic_reticulum_tubular_network_fo...', 'phosphatidylinositol_binding', 'leptin_receptor_binding', 'phosphatidylinositol-4-phosphate_binding']",[],False
sgG5,101,30,0,[],"['protein_dephosphorylation', 'type_B_pancreatic_cell_development', 'midbrain_dopaminergic_neuron_differentia...', 'regulation_of_oligodendrocyte_progenitor...', 'negative_regulation_of_peptidase_activit...', 'peptidyl-tyrosine_dephosphorylation', 'detection_of_muscle_stretch', 'oligodendrocyte_differentiation', 'canonical_Wnt_signaling_pathway', 'positive_regulation_of_MAPK_cascade', 'negative_regulation_of_proteolysis', 'activation_of_protein_kinase_B_activity', 'T_cell_receptor_signaling_pathway', 'synapse_assembly', 'synaptic_vesicle_clustering', 'cellular_response_to_insulin_stimulus', 'regulation_of_myelination', 'defense_response', 'cell_adhesion', 'positive_regulation_of_Notch_signaling_p...', 'actin_filament-based_movement', 'positive_regulation_of_protein_kinase_B_...', 'positive_regulation_of_glucose_import', 'leukocyte_migration', 'T_cell_costimulation', 'negative_regulation_of_cell_proliferatio...', 'cell_projection_organization', 'protein_phosphorylation', 'protein_targeting_to_membrane', 'adherens_junction_organization', 'establishment_or_maintenance_of_epitheli...', 'dephosphorylation', 'regulation_of_T_cell_antigen_processing_...', 'positive_regulation_of_meiotic_cell_cycl...', 'regulation_of_female_gonad_development', 'neural_plate_development', 'glial_cell_fate_determination', 'proximal/distal_pattern_formation', 'positive_regulation_of_heparan_sulfate_p...', 'central_nervous_system_vasculogenesis', 'embryonic_skeletal_limb_joint_morphogene...', 'canonical_Wnt_signaling_pathway_involved...', 'canonical_Wnt_signaling_pathway_involved...', 'positive_regulation_of_endothelial_cell_...', 'negative_regulation_of_mitotic_cell_cycl...', 'regulation_of_fibroblast_proliferation', 'embryonic_foregut_morphogenesis', 'regulation_of_timing_of_anagen', 'oviduct_development', 'lung_induction', 'positive_regulation_of_epithelial_cell_p...', 'positive_regulation_of_branching_involve...', 'canonical_Wnt_signaling_pathway_involved...', 'cranial_ganglion_development', 'renal_vesicle_formation', 'renal_inner_medulla_development', 'renal_outer_medulla_development', 'nephron_tubule_formation', 'regulation_of_nephron_tubule_epithelial_...', 'mesenchymal_stem_cell_differentiation', 'canonical_Wnt_signaling_pathway_involved...', 'establishment_of_blood-retinal_barrier', 'contact_inhibition', 'negative_regulation_of_collagen_cataboli...', 'negative_regulation_of_extracellular_mat...', 'regulation_of_tissue_remodeling', 'negative_regulation_of_elastin_catabolic...', 'negative_regulation_of_cysteine-type_end...', 'plasma_membrane_fusion', 'regulation_of_postsynaptic_density_prote...', 'cellular_response_to_toxic_substance', 'receptor-mediated_endocytosis_involved_i...', 'Wnt_signaling_pathway_involved_in_somito...', 'Wnt_signaling_pathway_involved_in_midbra...', 'myotube_differentiation_involved_in_skel...', 'cellular_response_to_growth_factor_stimu...', 'protein-containing_complex_assembly', 'cell-cell_adhesion', 'epidermis_development', 'negative_regulation_of_protein_kinase_ac...', 'multicellular_organism_development', 'retrograde_trans-synaptic_signaling_by_t...', 'male_sex_determination', 'exocrine_pancreas_development', 'positive_regulation_of_developmental_gro...', 'embryonic_axis_specification', 'regulation_of_secondary_heart_field_card...', 'metanephros_morphogenesis', 'negative_regulation_of_mesenchymal_to_ep...', 'anterior/posterior_axis_specification', 'dorsal/ventral_axis_specification', 'regulation_of_centriole-centriole_cohesi...', 'negative_regulation_of_chondrocyte_diffe...', 'genitalia_morphogenesis', 'hair_cell_differentiation', 'positive_regulation_of_fibroblast_growth...', 'lung_epithelial_cell_differentiation', 'epithelial_cell_differentiation_involved...', 'epithelial_cell_proliferation_involved_i...', 'hair_follicle_placode_formation', 'establishment_of_blood-brain_barrier', 'mesenchymal_cell_proliferation_involved_...', 'fungiform_papilla_formation', 'regulation_of_centromeric_sister_chromat...', 'positive_regulation_of_determination_of_...', 'positive_regulation_of_myoblast_prolifer...', 'endomembrane_system_organization', 'positive_regulation_of_Fc-gamma_receptor...', 'canonical_Wnt_signaling_pathway_involved...', 'negative_regulation_of_relaxation_of_car...', 'negative_regulation_of_blood_vessel_remo...', 'neuroepithelial_cell_differentiation', 'positive_regulation_of_synaptic_vesicle_...', 'negative_regulation_of_Golgi_to_plasma_m...', 'regulation_of_Fc_receptor_mediated_stimu...', 'positive_regulation_of_DNA-binding_trans...', 'transmembrane_receptor_protein_tyrosine_...', 'Rho_protein_signal_transduction', 'insulin_receptor_signaling_pathway', 'positive_regulation_of_protein_localizat...', 'transcription_by_RNA_polymerase_II', 'positive_regulation_of_phospholipase_act...', 'negative_regulation_of_toll-like_recepto...', 'Golgi_vesicle_budding', 'positive_regulation_of_endothelial_cell_...', 'regulation_of_actin_polymerization_or_de...', 'cranial_skeletal_system_development', 'positive_regulation_of_protein_complex_d...', 'positive_regulation_of_mitotic_nuclear_d...', 'positive_regulation_of_respiratory_burst', 'neuroligin_clustering_involved_in_postsy...', 'endodermal_cell_fate_commitment', 'lens_morphogenesis_in_camera-type_eye', 'hypothalamus_development', 'male_genitalia_development', 'negative_regulation_of_protein_sumoylati...', 'embryonic_heart_tube_development', 'embryonic_hindlimb_morphogenesis', 'lung-associated_mesenchyme_development', 'sympathetic_ganglion_development', 'acinar_cell_differentiation', 'dorsal_root_ganglion_development', 'glial_cell_migration', 'radial_glial_cell_differentiation', 'cAMP_catabolic_process', 'negative_regulation_of_adenylate_cyclase...', 'regulation_of_high_voltage-gated_calcium...', 'SNARE_complex_disassembly', 'negative_regulation_of_smooth_muscle_cel...', 'negative_regulation_of_low-density_lipop...', 'neural_crest_cell_differentiation', 'toxin_transport', 'peptidyl-serine_phosphorylation', 'negative_regulation_of_protein_phosphory...', 'transmembrane_receptor_protein_tyrosine_...', 'protein_tyrosine_phosphatase_activity', 'beta-catenin_binding', 'cysteine-type_endopeptidase_inhibitor_ac...', 'gamma-catenin_binding', 'alpha-catenin_binding', 'protein_kinase_binding', 'phospholipase_binding', 'endopeptidase_inhibitor_activity', 'calcium-dependent_protein_kinase_C_activ...', 'protein_phosphatase_binding']",['hypertension'],False
sgG5,27,4,0,[],"['Golgi_to_lysosome_transport', 'endocytosis', 'GTP_binding']",[],False
sgG5,15,52,0,[],"['translational_elongation', 'thyroid_hormone_binding', 'translation_elongation_factor_activity']",[],False
sgG5,112,26,4,[],"['cell_adhesion', 'neuron_recognition']","['multiple_sclerosis', 'schizophrenia', 'bipolar_disorder', ""Alzheimer's_disease""]",False
sgG5,91,41,0,[],"['magnesium_ion_homeostasis', 'dosage_compensation', 'negative_regulation_of_transcription_of_...', 'transport', 'magnesium_ion_transmembrane_transport', 'RNA_polymerase_II_regulatory_region_sequ...', 'structural_constituent_of_chromatin', 'magnesium_ion_transmembrane_transporter_...']",[],False
sgG5,26,3,0,[],"['protein_import_into_mitochondrial_inner_...', 'protein_targeting_to_mitochondrion', 'sensory_perception_of_sound', 'membrane_insertase_activity', 'chaperone_binding']",[],False
sgG5,19,30,0,[],"['regulation_of_voltage-gated_calcium_chan...', 'membrane_depolarization_during_atrial_ca...', 'S-adenosylmethionine_biosynthetic_proces...', 'calcium_ion_transmembrane_transport_via_...', 'membrane_depolarization_during_AV_node_c...', 'positive_regulation_of_high_voltage-gate...', 'anatomical_structure_development', 'neuromuscular_junction_development', 'viral_genome_replication', 'white_fat_cell_differentiation', 'calcium_ion_transport_into_cytosol', 'negative_regulation_of_transcription,_DN...', 'regulation_of_presynaptic_cytosolic_calc...', 'neuron_projection_maintenance', 'cellular_response_to_leukemia_inhibitory...', 'voltage-gated_calcium_channel_activity', 'high_voltage-gated_calcium_channel_activ...', 'voltage-gated_calcium_channel_activity_i...', 'voltage-gated_calcium_channel_activity_i...', 'voltage-gated_calcium_channel_activity_i...', 'DNA-binding_transcription_repressor_acti...', 'oxidoreductase_activity,_acting_on_the_C...', 'lamin_binding', 'transcription_cofactor_binding', 'transcription_corepressor_binding']",[],False
sgG5,117,18,0,[],[],"[""Alzheimer's_disease""]",False
sgG5,45,57,0,[],"['negative_regulation_of_interleukin-8_pro...', 'regulation_of_leukocyte_migration', 'calcium-dependent_protein_binding', 'phospholipase_A2_inhibitor_activity', 'calcium-dependent_phospholipid_binding']",[],False
sgG5,105,30,0,[],"['Golgi_organization', 'positive_regulation_of_glycoprotein_meta...', 'virion_assembly', 'regulation_of_cell_fate_specification']",[],False
sgG5,46,28,0,[],"['positive_regulation_of_interleukin-8_pro...', 'transmembrane_transport', 'cell_communication_by_electrical_couplin...', 'epidermis_development', 'endoplasmic_reticulum_calcium_ion_homeos...', 'positive_regulation_of_interleukin-10_pr...', 'positive_regulation_of_chemokine_product...', 'positive_regulation_of_interferon-gamma_...', 'negative_regulation_of_insulin_secretion', 'positive_regulation_of_I-kappaB_kinase/N...', 'positive_regulation_of_interleukin-6_pro...', 'potassium_ion_import_across_plasma_membr...', 'mast_cell_activation', 'negative_regulation_of_SNARE_complex_ass...', 'negative_regulation_of_short-term_synapt...', 'ER-nucleus_signaling_pathway', 'positive_regulation_of_glomerular_filtra...', 'positive_regulation_of_toll-like_recepto...', 'positive_regulation_of_toll-like_recepto...', 'positive_regulation_of_neutrophil_mediat...', 'mature_conventional_dendritic_cell_diffe...', 'positive_regulation_of_renin_secretion_i...', 'regulation_of_chemokine_(C-X-C_motif)_li...', 'regulation_of_dendritic_cell_cytokine_pr...', 'regulation_of_toll-like_receptor_9_signa...', 'negative_regulation_of_calcium-transport...', 'cellular_response_to_chloroquine', 'beta-alanine_transport', 'gamma-aminobutyric_acid_transport', 'N-acetylneuraminate_metabolic_process', 'hypotonic_response', 'thermosensory_behavior', 'negative_regulation_of_ATF6-mediated_unf...', 'negative_regulation_of_type_B_pancreatic...', 'negative_regulation_of_neuroblast_migrat...', 'positive_regulation_of_uterine_smooth_mu...', 'positive_regulation_of_tight_junction_di...', 'Golgi_calcium_ion_homeostasis', 'Golgi_calcium_ion_transport', 'threonine_transport', 'hydroxyproline_transport', 'phosphatidylserine_biosynthetic_process', 'glucosylceramide_biosynthetic_process', 'intestinal_lipid_absorption', 'gap_junction_channel_activity', 'gap_junction_channel_activity_involved_i...', 'symporter_activity', 'calcium-transporting_ATPase_activity', 'amino_acid_transmembrane_transporter_act...', 'calcium-transporting_ATPase_activity_inv...', 'thrombin-activated_receptor_activity', 'gamma-aminobutyric_acid:proton_symporter...', 'GPI_anchor_binding', 'sulfonylurea_receptor_activity', 'L-cystine_transmembrane_transporter_acti...', 'L-proline_transmembrane_transporter_acti...', 'L-threonine_transmembrane_transporter_ac...', 'L-hydroxyproline_transmembrane_transport...', 'CDP-diacylglycerol-serine_O-phosphatidyl...', 'ceramide_glucosyltransferase_activity', 'dihydroceramide_glucosyltransferase_acti...']","['hypertension', 'multiple_sclerosis']",False
sgG5,93,23,0,[],['detection_of_chemical_stimulus_involved_...'],[],False
